ID	adj.P.Val	P.Value	logFC	Gene.symbol	Gene.title
1440443_at	0.000952	6.22e-06	-3.46433667	E030016H06Rik	RIKEN cDNA E030016H06 gene
1445562_at	0.000952	6.23e-06	-3.30133333		
1441072_at	0.000952	6.23e-06	-2.77749667		
1451558_at	0.000954	6.26e-06	-3.15741	Fbxw7	F-box and WD-40 domain protein 7
1455351_at	0.000962	6.33e-06	-3.20432667	U2surp	U2 snRNP-associated SURP domain containing
1429425_at	0.000982	6.49e-06	-4.47565333	Rnf139	ring finger protein 139
1438452_at	0.001	6.63e-06	-4.99117	Nebl	nebulette
1454137_s_at	0.001002	6.66e-06	-4.3612	Hfe2	hemochromatosis type 2 (juvenile)
1458850_at	0.001008	6.73e-06	-4.06513		
1437287_at	0.001033	6.93e-06	-3.06324667	Nadk2	NAD kinase 2, mitochondrial
1434977_at	0.001033	6.94e-06	-4.02362	Fam210a	family with sequence similarity 210, member A
1452211_at	0.001033	6.96e-06	-3.11507667	Psme4	proteasome (prosome, macropain) activator subunit 4
1439128_at	0.001043	7.05e-06	-2.57462667	Zbtb20	zinc finger and BTB domain containing 20
1428266_at	0.001045	7.09e-06	-4.13254667	Myl3	myosin, light polypeptide 3
1437765_at	0.001045	7.11e-06	-4.29555333	Cpeb3	cytoplasmic polyadenylation element binding protein 3
1454708_at	0.001055	7.22e-06	-3.96438333	Ablim1	actin-binding LIM protein 1
1437462_x_at	0.001055	7.23e-06	-3.67895	Mmp15	matrix metallopeptidase 15
1451883_at	0.001059	7.28e-06	-3.18056333	BC002189	cDNA sequence BC002189
1456491_at	0.001065	7.34e-06	-4.63966	Rbm24	RNA binding motif protein 24
1437774_at	0.001065	7.37e-06	-4.53811667	1700020I14Rik	RIKEN cDNA 1700020I14 gene
1426153_a_at	0.001073	7.44e-06	-4.35746667	Dsg2	desmoglein 2
1419255_at	0.001113	7.75e-06	-3.24055333	Sptbn1	spectrin beta, non-erythrocytic 1
1418203_at	0.001134	7.92e-06	5.61585667	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1
1457883_at	0.001147	8.04e-06	-2.60762667	Pm20d2	peptidase M20 domain containing 2
1455214_at	0.001153	8.12e-06	-3.15352	Mitf	microphthalmia-associated transcription factor
1460400_at	0.001153	8.13e-06	-2.33931333	Spast	spastin
1425567_a_at	0.001154	8.18e-06	2.50077667	Anxa5	annexin A5
1448237_x_at	0.001154	8.19e-06	-4.90792667	Ldhb	lactate dehydrogenase B
1434072_at	0.001155	8.22e-06	-2.31234	Mief2	mitochondrial elongation factor 2
1438168_x_at	0.001155	8.24e-06	3.76550667	Ddx39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1422313_a_at	0.001159	8.30e-06	-2.80577667	Igfbp5	insulin-like growth factor binding protein 5
1423359_at	0.001163	8.35e-06	-6.50591	Pln	phospholamban
1422644_at	0.001168	8.41e-06	-3.52331667	Sh3bgr	SH3-binding domain glutamic acid-rich protein
1443833_at	0.00118	8.53e-06	-3.42779667		
1448154_at	0.001184	8.59e-06	-5.67266667	Ndrg2	N-myc downstream regulated gene 2
1428327_at	0.001189	8.64e-06	-3.0763	Trak1	trafficking protein, kinesin binding 1
1419081_at	0.001196	8.72e-06	-4.05206667	Atg10	autophagy related 10
1453059_at	0.001199	8.78e-06	-3.81001	Mlip	muscular LMNA-interacting protein
1443897_at	0.001202	8.83e-06	-3.80453333	Ddit3	DNA-damage inducible transcript 3
1460455_at	0.001202	8.86e-06	-4.06153667	Ubr3	ubiquitin protein ligase E3 component n-recognin 3
1455841_s_at	0.001202	8.93e-06	2.59924333	Grwd1	glutamate-rich WD repeat containing 1
1435029_at	0.001202	8.94e-06	-3.4528	Zak	sterile alpha motif and leucine zipper containing kinase AZK
1418565_at	0.001202	8.95e-06	-3.05204667	Serbp1	serpine1 mRNA binding protein 1
1437322_at	0.001202	8.95e-06	-3.07120333	Gm21992///Rbm4	predicted gene 21992///RNA binding motif protein 4
1452685_at	0.001202	8.99e-06	-2.90105	0610009O20Rik	RIKEN cDNA 0610009O20 gene
1455108_at	0.001202	9.01e-06	-3.50813333	Eif4e2	eukaryotic translation initiation factor 4E member 2
1451744_a_at	0.001216	9.16e-06	-4.6863	Ptgr2	prostaglandin reductase 2
1460281_at	0.001216	9.16e-06	-4.46832667	Asb15	ankyrin repeat and SOCS box-containing 15
1429681_a_at	0.001238	9.36e-06	-4.58844	Tecr	trans-2,3-enoyl-CoA reductase
1456256_at	0.001244	9.44e-06	-2.47113667	Eif5	eukaryotic translation initiation factor 5
1419286_s_at	0.001261	9.62e-06	-2.95387	Ift81	intraflagellar transport 81
1455594_at	0.001261	9.62e-06	-2.47034	Exoc3	exocyst complex component 3
1450971_at	0.001267	9.69e-06	4.41302333	Gadd45b	growth arrest and DNA-damage-inducible 45 beta
1440859_at	0.001283	9.90e-06	-3.94295333	Akap6	A kinase (PRKA) anchor protein 6
1449000_at	0.001283	9.94e-06	-3.87740333	D10Jhu81e	DNA segment, Chr 10, Johns Hopkins University 81 expressed
1432385_a_at	0.001283	9.94e-06	-2.72820667	Agtpbp1	ATP/GTP binding protein 1
1455267_at	0.001283	9.95e-06	-3.71302	Esrrg	estrogen-related receptor gamma
1428175_at	0.001283	9.95e-06	-2.14823	Tmem161b	transmembrane protein 161B
1425978_at	0.001287	1.00e-05	-3.90862667	Myocd	myocardin
1450048_a_at	0.001293	1.01e-05	-3.47687667	Idh2	isocitrate dehydrogenase 2 (NADP+), mitochondrial
1418395_at	0.001308	1.02e-05	-4.21544667	Slc47a1	solute carrier family 47, member 1
1428883_at	0.001326	1.04e-05	-2.68312333	Tmem57	transmembrane protein 57
1437751_at	0.001329	1.05e-05	-3.49124	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha
1436169_at	0.001329	1.05e-05	-3.06538	Paqr9	progestin and adipoQ receptor family member IX
1426642_at	0.001329	1.05e-05	3.24221	Fn1	fibronectin 1
1452646_at	0.001332	1.06e-05	-5.80140333	Trp53inp2	transformation related protein 53 inducible nuclear protein 2
1452285_a_at	0.001332	1.06e-05	2.16933333	Eif3f	eukaryotic translation initiation factor 3, subunit F
1448825_at	0.001332	1.06e-05	-3.65828667	Pdk2	pyruvate dehydrogenase kinase, isoenzyme 2
1452879_at	0.001332	1.07e-05	-4.03424	Synpo2	synaptopodin 2
1448359_a_at	0.001332	1.07e-05	-3.02743333	Higd1a	HIG1 domain family, member 1A
1416904_at	0.001332	1.07e-05	-2.91252	Mbnl1	muscleblind-like 1 (Drosophila)
1423447_at	0.001332	1.08e-05	-3.93134667	Clpx	caseinolytic mitochondrial matrix peptidase chaperone subunit
1425517_s_at	0.001332	1.08e-05	-3.83547333	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
1453120_at	0.001335	1.09e-05	-3.02585667	Tmx4	thioredoxin-related transmembrane protein 4
1438201_at	0.001335	1.09e-05	-4.03750667	Pdp1	pyruvate dehyrogenase phosphatase catalytic subunit 1
1455180_at	0.001335	1.09e-05	-4.25644333	Myzap	myocardial zonula adherens protein
1421534_at	0.001343	1.10e-05	-2.86122	Dfna5	deafness, autosomal dominant 5 (human)
1450150_a_at	0.001355	1.11e-05	2.48673	Rpl13-ps6///Rpl13	ribosomal protein L13, pseudogene 6///ribosomal protein L13
1453156_s_at	0.001355	1.12e-05	-4.08870667	Ptgr2	prostaglandin reductase 2
1419164_at	0.001355	1.12e-05	-2.77121667	Zfp260	zinc finger protein 260
1424182_at	0.001365	1.13e-05	-2.703	Acat1	acetyl-Coenzyme A acetyltransferase 1
1417980_a_at	0.001365	1.13e-05	-4.06911333	Insig2	insulin induced gene 2
1451065_a_at	0.001379	1.15e-05	4.00017667	Ddx39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1417457_at	0.001388	1.16e-05	5.57870667	Cks2	CDC28 protein kinase regulatory subunit 2
1421027_a_at	0.001392	1.16e-05	-4.31589	Mef2c	myocyte enhancer factor 2C
1460220_a_at	0.001406	1.18e-05	4.06976333	Csf1	colony stimulating factor 1 (macrophage)
1421811_at	0.00141	1.18e-05	6.22578333	Pald1///Thbs1	phosphatase domain containing, paladin 1///thrombospondin 1
1420197_at	0.001439	1.21e-05	4.11319	Gadd45b	growth arrest and DNA-damage-inducible 45 beta
1433457_s_at	0.001455	1.23e-05	-3.48091667	Grsf1	G-rich RNA sequence binding factor 1
1423109_s_at	0.001455	1.23e-05	-3.92712	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20
1433795_at	0.001455	1.24e-05	-2.33537	Tgfbr3	transforming growth factor, beta receptor III
1435787_at	0.001472	1.25e-05	-3.49785667	Ppm1l	protein phosphatase 1 (formerly 2C)-like
1449852_a_at	0.001474	1.26e-05	-3.28693333	Ehd4	EH-domain containing 4
1442401_at	0.001522	1.30e-05	-2.38807		
1435016_at	0.001522	1.31e-05	-3.37337	Trak2	trafficking protein, kinesin binding 2
1456214_at	0.001522	1.31e-05	-2.29449333	Pcdh7	protocadherin 7
1449773_s_at	0.001522	1.31e-05	3.70743	Gadd45b	growth arrest and DNA-damage-inducible 45 beta
1435813_at	0.001551	1.34e-05	-2.06956	Mypn	myopalladin
1456542_s_at	0.001558	1.35e-05	-4.49329333	Qrsl1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
1436332_at	0.00157	1.37e-05	-4.37232667	Hspb6	heat shock protein, alpha-crystallin-related, B6
1426144_x_at	0.00157	1.37e-05	-3.97149667	Trdn	triadin
1419184_a_at	0.00157	1.37e-05	-3.60936333	Fhl2	four and a half LIM domains 2
1434890_at	0.001586	1.39e-05	-2.96496667	Opa1	optic atrophy 1
1446296_at	0.001589	1.40e-05	-4.31542333		
1453731_a_at	0.001608	1.42e-05	-2.98302333	Dram2	DNA-damage regulated autophagy modulator 2
1442537_at	0.00165	1.46e-05	-2.62645667		
1434106_at	0.00165	1.46e-05	-3.30271333	Epm2aip1	EPM2A (laforin) interacting protein 1
1458423_at	0.001658	1.47e-05	-3.53582667	Luc7l2	LUC7-like 2 (S. cerevisiae)
1429197_s_at	0.001695	1.51e-05	-2.48432	Rabgap1l	RAB GTPase activating protein 1-like
1427903_at	0.001724	1.54e-05	-2.74515667	Phpt1	phosphohistidine phosphatase 1
1433903_at	0.001737	1.55e-05	-2.23748667	Prps1l3	phosphoribosyl pyrophosphate synthetase 1-like 3
1416319_at	0.001771	1.59e-05	-3.51722	Adk	adenosine kinase
1430786_at	0.00179	1.61e-05	-3.55432	LOC102634333///1110002E22Rik	uncharacterized LOC102634333///RIKEN cDNA 1110002E22 gene
1425677_a_at	0.00179	1.61e-05	-3.38426667	Ank1	ankyrin 1, erythroid
1415996_at	0.001805	1.63e-05	-2.37986667	Txnip	thioredoxin interacting protein
1435157_at	0.001811	1.64e-05	-2.23625667	Hook3	hook microtubule tethering protein 3
1437354_at	0.001816	1.65e-05	-3.01755333	C230091D08Rik	RIKEN cDNA C230091D08 gene
1416405_at	0.00182	1.66e-05	4.29538333	Bgn	biglycan
1435333_at	0.00182	1.66e-05	-3.38466333	Ndufaf4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4
1455138_x_at	0.00182	1.66e-05	2.97466667	Cfl1	cofilin 1, non-muscle
1447775_x_at	0.001823	1.67e-05	2.7186	Zfp622	zinc finger protein 622
1458701_at	0.001828	1.68e-05	-3.30456333	Gpcpd1	glycerophosphocholine phosphodiesterase 1
1418095_at	0.001828	1.68e-05	-4.80314333	Smpx	small muscle protein, X-linked
1415865_s_at	0.001828	1.69e-05	-1.92729333	Bpgm	2,3-bisphosphoglycerate mutase
1417827_at	0.001828	1.69e-05	-2.00647	Ngly1	N-glycanase 1
1421375_a_at	0.001845	1.71e-05	5.57906	S100a6	S100 calcium binding protein A6 (calcyclin)
1426586_at	0.001851	1.72e-05	-4.10531667	Slc25a11	solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11
1460577_at	0.001886	1.76e-05	-3.09521	Jmy	junction-mediating and regulatory protein
1437185_s_at	0.001889	1.76e-05	4.61600333	Tmsb10	thymosin, beta 10
1452969_at	0.001893	1.77e-05	-3.24154333	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1
1421218_at	0.001902	1.78e-05	-3.24911333	Bche	butyrylcholinesterase
1443907_at	0.001902	1.79e-05	-4.38682	Lnpep	leucyl/cystinyl aminopeptidase
1419017_at	0.001929	1.82e-05	-4.00845333	Corin	corin
1441505_at	0.001937	1.83e-05	-3.58337		
1425028_a_at	0.001966	1.86e-05	3.93113	Tpm2	tropomyosin 2, beta
1448300_at	0.001968	1.87e-05	-2.37839667	Mgst3	microsomal glutathione S-transferase 3
1437196_x_at	0.001974	1.88e-05	2.30863333	LOC100862433///Rps16-ps2///Rps16	40S ribosomal protein S16///ribosomal protein S16, pseudogene 2///ribosomal protein S16
1441081_a_at	0.001976	1.89e-05	4.54545333	1110038B12Rik	RIKEN cDNA 1110038B12 gene
1424019_at	0.001976	1.89e-05	2.04322333	Nop2	NOP2 nucleolar protein
1424801_at	0.001987	1.90e-05	-2.29153667	Enah	enabled homolog (Drosophila)
1447231_at	0.002017	1.94e-05	-4.11943333		
1453303_at	0.002017	1.94e-05	-2.49529333	4833417J20Rik	RIKEN cDNA 4833417J20 gene
1443866_at	0.002017	1.95e-05	-4.48478667	Lrtm1	leucine-rich repeats and transmembrane domains 1
1429633_at	0.002025	1.96e-05	-2.99134	Lcor	ligand dependent nuclear receptor corepressor
1452159_at	0.002037	1.97e-05	-3.31688	Apmap	adipocyte plasma membrane associated protein
1451511_at	0.002037	1.99e-05	-2.90953	Hibch	3-hydroxyisobutyryl-Coenzyme A hydrolase
1425619_s_at	0.002037	1.99e-05	-2.36424	Dsg2	desmoglein 2
1454728_s_at	0.002037	1.99e-05	-4.51416667	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1
1451405_at	0.002037	1.99e-05	-2.0986	Pcca	propionyl-Coenzyme A carboxylase, alpha polypeptide
1438931_s_at	0.002041	2.00e-05	-4.35808667	Sesn1	sestrin 1
1456089_at	0.002058	2.02e-05	-1.60507667	Trim23	tripartite motif-containing 23
1433972_at	0.002075	2.04e-05	-2.86843	Camta1	calmodulin binding transcription activator 1
1445574_at	0.002077	2.05e-05	-4.77489		
1421126_at	0.002113	2.09e-05	-5.71832667	Ryr2	ryanodine receptor 2, cardiac
1416256_a_at	0.002114	2.09e-05	3.97147333	Tubb5	tubulin, beta 5 class I
1436917_s_at	0.002114	2.10e-05	-3.56153	Gpsm1	G-protein signalling modulator 1 (AGS3-like, C. elegans)
1423748_at	0.002114	2.11e-05	-2.78198	Pdk1	pyruvate dehydrogenase kinase, isoenzyme 1
1448987_at	0.002125	2.12e-05	-4.80898	Acadl	acyl-Coenzyme A dehydrogenase, long-chain
1435682_at	0.002125	2.13e-05	-1.97186333	Lars2	leucyl-tRNA synthetase, mitochondrial
1417083_at	0.002125	2.13e-05	2.58237	Sec61b	Sec61 beta subunit
1416780_at	0.002141	2.15e-05	-3.58299667	Pfkm	phosphofructokinase, muscle
1427838_at	0.002141	2.15e-05	1.78447	Tubb2a	tubulin, beta 2A class IIA
1434717_at	0.002145	2.16e-05	-2.39931333	Cul3	cullin 3
1434099_at	0.002184	2.21e-05	-4.49796	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha
1422943_a_at	0.002236	2.27e-05	3.42773333	Hspb1	heat shock protein 1
1440041_at	0.002271	2.31e-05	-1.87330333		
1442167_at	0.002291	2.33e-05	-2.40499667	Cyfip2	cytoplasmic FMR1 interacting protein 2
1441581_at	0.002344	2.39e-05	-2.75811333	Asb10	ankyrin repeat and SOCS box-containing 10
1423064_at	0.002344	2.40e-05	-2.50713333	Dnmt3a	DNA methyltransferase 3A
1438530_at	0.002351	2.41e-05	-3.33064333	Tfpi	tissue factor pathway inhibitor
1433574_at	0.002351	2.41e-05	-3.05580667	Cdc37l1	cell division cycle 37-like 1
1449884_at	0.002351	2.42e-05	-3.36562333	Efcab2	EF-hand calcium binding domain 2
1422437_at	0.00239	2.46e-05	4.68468667	Col5a2	collagen, type V, alpha 2
1451703_s_at	0.002395	2.47e-05	4.49963333	Aprt	adenine phosphoribosyl transferase
1428234_at	0.002454	2.54e-05	-2.31987	Cpsf6	cleavage and polyadenylation specific factor 6
1437871_at	0.002458	2.55e-05	-2.07314667	Pgm5	phosphoglucomutase 5
1455136_at	0.002546	2.65e-05	-3.28846333	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide
1445397_at	0.002546	2.65e-05	-3.04577333		
1423883_at	0.002551	2.66e-05	-5.73444333	Acsl1	acyl-CoA synthetase long-chain family member 1
1453782_at	0.002563	2.69e-05	-3.66407667	Ankrd33b	ankyrin repeat domain 33B
1426142_a_at	0.002563	2.69e-05	-4.35240667	Trdn	triadin
1439464_s_at	0.002576	2.71e-05	4.72784333	Tex10	testis expressed gene 10
1421488_at	0.002588	2.73e-05	-2.36174	Rabgap1l	RAB GTPase activating protein 1-like
1427312_at	0.002589	2.74e-05	-4.95773333	Cmya5	cardiomyopathy associated 5
1460265_at	0.002589	2.74e-05	2.0027	Pa2g4	proliferation-associated 2G4
1436243_at	0.002624	2.78e-05	-3.11327667	Frmd5	FERM domain containing 5
1438627_x_at	0.002636	2.80e-05	2.83559667	Pgd	phosphogluconate dehydrogenase
1439367_x_at	0.002636	2.81e-05	1.92496	Arf4	ADP-ribosylation factor 4
1435234_at	0.002642	2.82e-05	-4.50595667	Ncoa2	nuclear receptor coactivator 2
1420959_at	0.002645	2.83e-05	-2.26454	Asph	aspartate-beta-hydroxylase
1436902_x_at	0.002645	2.83e-05	4.25316667	Tmsb10	thymosin, beta 10
1417307_at	0.002672	2.87e-05	-4.35754667	Dmd	dystrophin, muscular dystrophy
1438704_at	0.002673	2.88e-05	-2.91636667	Trim63	tripartite motif-containing 63
1448239_at	0.002673	2.88e-05	4.53995	Hmox1	heme oxygenase 1
1433545_s_at	0.002673	2.89e-05	-3.68383333	Acad11	acyl-Coenzyme A dehydrogenase family, member 11
1435265_at	0.002673	2.90e-05	-3.94401	Fbxo32	F-box protein 32
1451742_a_at	0.002673	2.90e-05	-4.00862333	Ugp2	UDP-glucose pyrophosphorylase 2
1460336_at	0.002673	2.90e-05	-3.79309667	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha
1434441_at	0.002681	2.92e-05	-4.21664667	Aaed1	AhpC/TSA antioxidant enzyme domain containing 1
1417227_at	0.002694	2.94e-05	-3.31701	Mccc1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)
1438186_at	0.002702	2.95e-05	-3.62992333		
1437065_at	0.002702	2.96e-05	-3.71365	Zbtb20	zinc finger and BTB domain containing 20
1419662_at	0.002704	2.97e-05	-2.94102333	Ogn	osteoglycin
1419309_at	0.002716	2.99e-05	4.55166333	Pdpn	podoplanin
1417902_at	0.002731	3.01e-05	2.91945667	Slc19a2	solute carrier family 19 (thiamine transporter), member 2
1435735_x_at	0.002735	3.02e-05	2.07601667	Vimp	VCP-interacting membrane protein
1423850_at	0.00276	3.05e-05	2.45460667	Nsun2	NOL1/NOP2/Sun domain family member 2
1434405_at	0.002777	3.09e-05	-2.77315333	Fnip1	folliculin interacting protein 1
1434265_s_at	0.002777	3.09e-05	-3.79907	Ank2	ankyrin 2, brain
1458167_at	0.002777	3.10e-05	-1.6131		
1439836_at	0.002777	3.10e-05	-3.50111	Asb15	ankyrin repeat and SOCS box-containing 15
1428295_at	0.002777	3.10e-05	-2.61094667	Synpo2l	synaptopodin 2-like
1418373_at	0.00278	3.12e-05	-3.89679333	Pgam2	phosphoglycerate mutase 2
1433504_at	0.00278	3.12e-05	-3.35807	Pygb	brain glycogen phosphorylase
1454030_at	0.002791	3.14e-05	-1.88007333	Ppp6r3	protein phosphatase 6, regulatory subunit 3
1427126_at	0.002792	3.14e-05	4.92695333	Hspa1b	heat shock protein 1B
1439443_x_at	0.002796	3.16e-05	3.32799333	Tkt	transketolase
1428617_at	0.002796	3.16e-05	-2.21454	Hcfc2	host cell factor C2
1425274_at	0.002818	3.19e-05	-2.91167667	Asph	aspartate-beta-hydroxylase
1455432_at	0.002833	3.22e-05	-3.05058667	Taok1	TAO kinase 1
1429712_at	0.002867	3.26e-05	-3.39193	Zfp965///Gm14440///Zfp967///Zfp966///Zfp971///Zfp973///Gm14288	zinc finger protein 965///predicted gene 14440///zinc finger protein 967///zinc finger protein 966///zinc finger protein 971///zinc finger protein 973///predicted gene 14288
1438065_at	0.002897	3.30e-05	-2.3909	Rprd1a	regulation of nuclear pre-mRNA domain containing 1A
1417806_at	0.002901	3.31e-05	-3.81840667	Popdc2	popeye domain containing 2
1451263_a_at	0.002905	3.33e-05	-4.93683333	Fabp4	fatty acid binding protein 4, adipocyte
1418889_a_at	0.002905	3.33e-05	2.75558667	Csnk1d	casein kinase 1, delta
1417066_at	0.002925	3.36e-05	-2.3713	Coq8a	coenzyme Q8A
1452404_at	0.002932	3.38e-05	-3.47839	Phactr2	phosphatase and actin regulator 2
1439476_at	0.002932	3.39e-05	-3.43221333	Dsg2	desmoglein 2
1439095_at	0.002932	3.39e-05	-4.22460333	Srsf11	serine/arginine-rich splicing factor 11
1450805_at	0.002932	3.39e-05	-3.99293667	Sgcd	sarcoglycan, delta (dystrophin-associated glycoprotein)
1455867_at	0.002953	3.42e-05	1.91071	Sox4	SRY (sex determining region Y)-box 4
1440311_at	0.00296	3.44e-05	-3.42543667	Sorbs1	sorbin and SH3 domain containing 1
1419149_at	0.002977	3.47e-05	3.49486667	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1
1434950_a_at	0.002977	3.47e-05	-3.56121	Armc8	armadillo repeat containing 8
1451381_at	0.002981	3.48e-05	-2.30941333	Aamdc	adipogenesis associated Mth938 domain containing
1420142_s_at	0.002999	3.51e-05	1.93273333	Pa2g4	proliferation-associated 2G4
1456401_at	0.002999	3.52e-05	-1.9577	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit
1434134_at	0.002999	3.53e-05	-2.61626	Dcaf8	DDB1 and CUL4 associated factor 8
1420930_s_at	0.002999	3.53e-05	-1.85820667	Ctnnal1	catenin (cadherin associated protein), alpha-like 1
1430245_at	0.003015	3.56e-05	-1.97262333		
1437657_at	0.003015	3.56e-05	-1.97853	Scaper	S phase cyclin A-associated protein in the ER
1415891_at	0.003015	3.57e-05	-3.78832333	Suclg1	succinate-CoA ligase, GDP-forming, alpha subunit
1426402_at	0.003044	3.62e-05	-3.29052667	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein
1435325_at	0.003044	3.63e-05	-3.00529333	Usp46	ubiquitin specific peptidase 46
1441930_x_at	0.003044	3.64e-05	1.88246	Vat1	vesicle amine transport 1
1418381_at	0.003044	3.64e-05	-2.65813667	Zfp148	zinc finger protein 148
1450243_a_at	0.003044	3.64e-05	-4.06586	Rcan2	regulator of calcineurin 2
1438495_at	0.003044	3.65e-05	-2.29229	Top1	topoisomerase (DNA) I
1446738_at	0.003044	3.65e-05	-2.73410667	D7Wsu130e	DNA segment, Chr 7, Wayne State University 130, expressed
1438216_at	0.003047	3.66e-05	-2.84091667	Rreb1	ras responsive element binding protein 1
1428362_at	0.003067	3.69e-05	-1.68894	Eif4g2	eukaryotic translation initiation factor 4, gamma 2
1435167_at	0.003092	3.73e-05	-3.95297667	Ranbp6	RAN binding protein 6
1437497_a_at	0.0031	3.75e-05	2.54526333	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1
1450546_at	0.0031	3.75e-05	-3.55433667	Ammecr1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
1437250_at	0.0031	3.76e-05	-3.45220333	Mreg	melanoregulin
1416408_at	0.003101	3.78e-05	-2.93166667	Acox1	acyl-Coenzyme A oxidase 1, palmitoyl
1452299_at	0.003101	3.78e-05	-1.77268	Wwp1	WW domain containing E3 ubiquitin protein ligase 1
1429063_s_at	0.003101	3.78e-05	-2.43233333	Kif16b	kinesin family member 16B
1442026_at	0.003101	3.79e-05	-2.81417		
1436325_at	0.003101	3.80e-05	-1.62295667	Rora	RAR-related orphan receptor alpha
1415839_a_at	0.003107	3.81e-05	1.9366	Npm1	nucleophosmin 1
1425516_at	0.003121	3.83e-05	-2.88489333	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
1455061_a_at	0.003159	3.89e-05	-4.06050667	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)
